overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-3,73,76,300,205214
-2,70,72,320,193133
-2,71,73,320,207557
-3,70,73,417,201877
3,78,75,687,202078
3,78,75,689,183569
3,82,79,689,208448
-2,70,72,689,242084
3,78,75,693,215443
-2,75,77,693,225085
2,79,77,693,233630
-3,70,73,694,234777
-3,73,76,695,244797
-2,72,74,696,223978
-3,70,73,696,232132
-2,74,76,697,70822
-2,70,72,697,233169
2,78,76,697,241162
4,78,74,918,222389
4,78,74,919,237937
-2,71,73,1473,213471
-3,71,74,1473,256370
4,78,74,2056,225733
-3,71,74,100761,247972
-3,72,75,101112,243456
4,78,74,111065,231390
-3,70,73,111138,228312
4,79,75,111144,210423
2,77,75,111144,224396
-2,70,72,111144,241487
-1,75,76,112606,199110
-2,70,72,112606,225701
-2,72,74,112606,240744
2,80,78,112885,214092
2,78,76,112885,230977
-2,71,73,112885,237295
3,80,77,112996,167948
3,82,79,112996,225951
3,82,79,113149,234505
4,77,73,113149,237255
4,79,75,113149,244788
5,78,73,113149,246423
5,76,71,114161,199562
3,78,75,114161,261204
3,82,79,114162,210021
4,79,75,114162,212591
4,79,75,114640,241985
-2,72,74,114640,263377
-3,71,74,114640,266282
-3,70,73,131439,224067
